surface,expansion,all_defs,ndefs,source
"ר""ש",רבי שמעון,רבי שמעון | רפואה שלמה,2,he.wiktionary
"ר""ת",ראשי תיבות,ראשי תיבות | רבנו תם,2,he.wiktionary
"רא""ב",רבי אברהם ברודא,רבי אברהם ברודא,1,he.wiktionary
"רא""ל","רב-אלוף. היא דרגת הרמטכ""ל","רב-אלוף. היא דרגת הרמטכ""ל",1,he.wiktionary
"רא""מ",רבי אליעזר ממיץ,"רבי אליעזר ממיץ | רבי אליהו מזרחי. מפרשני רש""י הנודעים, רב ראשי בתורכיה. 1526-1455 | רבי אהרון משה טאובס מיאסי",3,he.wiktionary
"רא""ש",רבנו אשר בן יחיאל,רבנו אשר בן יחיאל,1,he.wiktionary
"רא""ת",רכז אמצעי תקשוב,רכז אמצעי תקשוב | ראשי תיבות,2,he.wiktionary
"ראב""ד",ראש בית דין (התואר שניתן לראש מערכת הדיינות של הקהילה או העיר. מקביל לנשיא בית המשפט),"ראש בית דין (התואר שניתן לראש מערכת הדיינות של הקהילה או העיר. מקביל לנשיא בית המשפט) | שם משפחה נפוץ אצל יהדות יוצאי אירופה (אבי השושלת שימש בתפקיד הנ""ל) | ראש אב בית דין (פענוח שגוי במקורו ל-(1), אך נעשה בו שימוש במקומות מסוימים) | ראש אבות בית/בתי הדין (העומד בראש מערכת בתי הדין הרבניים, בערים שיש בהם מעל שלושה הרכבים, במדינת ישראל) | רב אב בית דין (לעיתים נעשה שימוש בראשי תיבות אלו לתיאור רב הקהילה, שתוארו הרשמי: אב""ד=אב בית דין) | רבי אברהם אבן דאוד - ראב""ד הראשון | רבי אברהם (בן יצחק) אב בית דין - ראב""ד השני | רבי אברהם בן דוד (מפּוֹשְׂקְיֶרָה) - ראב""ד השלישי, חותנו של ראב""ד השני וממשיך דרכו",8,he.wiktionary
"ראב""ע",רבי אברהם אבן עזרא. מגדולי המלומדים והמשוררים היהודיים. ספרד 1164-1092,רבי אברהם אבן עזרא. מגדולי המלומדים והמשוררים היהודיים. ספרד 1164-1092 | רבי אלעזר בן עזריה,2,he.wiktionary
"ראב""ק",ראש בקיר,ראש בקיר,1,he.wiktionary
"ראה""י",ראש הישיבה,ראש הישיבה,1,he.wiktionary
"ראה""מ",ראש הממשלה,ראש הממשלה,1,he.wiktionary
"ראל""צ",ראשון לציון,ראשון לציון,1,he.wiktionary
ראשי תבות,"טכניקה לכתיב מקוצר, שבו נכתב ביטוי נפוץ רק באמצעות האות הראשונה של כל מילה","טכניקה לכתיב מקוצר, שבו נכתב ביטוי נפוץ רק באמצעות האות הראשונה של כל מילה",1,he.wiktionary
"ראשל""צ",ראשון לציון,ראשון לציון,1,he.wiktionary
"רב""א",ריבוי בני אדם,ריבוי בני אדם,1,he.wiktionary
"רב""ט","רב טוראי.דרגת חוגר בצה""ל","רב טוראי.דרגת חוגר בצה""ל",1,he.wiktionary
"רב""י",ראש בני ישראל,ראש בני ישראל,1,he.wiktionary
"רב""ץ",הרבנות הצבאית הראשית,הרבנות הצבאית הראשית | רב צבאי,2,he.wiktionary
"רב""ת",ראש ביות,ראש ביות,1,he.wiktionary
"רבה""ק",רבנו הקדוש,רבנו הקדוש,1,he.wiktionary
"רבוהקוה""ט",רבותינו הקדושים והטהורים,רבותינו הקדושים והטהורים,1,he.wiktionary
"רבעו""ש","רביעי, חמישי, שישי ושבת","רביעי, חמישי, שישי ושבת",1,he.wiktionary
"רבצ""ח",רב צבאי חילי,רב צבאי חילי,1,he.wiktionary
"רבצ""ר",רב צבאי ראשי,רב צבאי ראשי,1,he.wiktionary
"רבש""ע",רבונו של עולם,רבונו של עולם,1,he.wiktionary
"רבש""ץ",רכז ביטחון שוטף צבאי,רכז ביטחון שוטף צבאי,1,he.wiktionary
"רג""ב","רמת גן, גבעתיים ובני ברק","רמת גן, גבעתיים ובני ברק",1,he.wiktionary
"רד""צ","רבי דוד צבי, הופמן. מראשי הניאו-אורתודוקסיה הגרמנית. 1921-1843","רבי דוד צבי, הופמן. מראשי הניאו-אורתודוקסיה הגרמנית. 1921-1843",1,he.wiktionary
"רד""ק",רבי דוד קמחי. מגדולי הבלשנים ומפרשי המקרא. 1235-1160,רבי דוד קמחי. מגדולי הבלשנים ומפרשי המקרא. 1235-1160,1,he.wiktionary
"רדב""ז",רבי דוד בן זכאי,רבי דוד בן זכאי | רבי דוד בן זמרא (1479–1573),2,he.wiktionary
"רה""ג",רב הגאון,רב הגאון | רב האי גאון,2,he.wiktionary
"רה""י",רשות היחיד,רשות היחיד,1,he.wiktionary
"רה""ל",רוח הלחימה,רוח הלחימה,1,he.wiktionary
"רה""מ",ראש הממשלה,ראש הממשלה,1,he.wiktionary
"רה""נ",ראש הנקרה,ראש הנקרה,1,he.wiktionary
"רה""ע",ראש העיר,ראש העיר,1,he.wiktionary
"רה""ק",רבותינו הקדושים,רבותינו הקדושים | רוח הקודש,2,he.wiktionary
"רה""ר",רשות הרבים,רשות הרבים,1,he.wiktionary
"רה""ש",ראש השנה,ראש השנה,1,he.wiktionary
"רהש""נ",ראש השנה,ראש השנה,1,he.wiktionary
רה״מ,ראש הממשלה,ראש הממשלה,1,he.wiktionary
"רו""ח",רואה חשבון,רואה חשבון,1,he.wiktionary
"רו""כ",רובל כסף,רובל כסף,1,he.wiktionary
"רו""מ",רום מעלתו,רום מעלתו | רבי ומורי,2,he.wiktionary
"רוב""צ",רובה צלפים,רובה צלפים,1,he.wiktionary
"רוה""מ",ראש הממשלה,ראש הממשלה,1,he.wiktionary
"רוה""ק",רוח הקודש,רוח הקודש,1,he.wiktionary
"רווה""פ",רווח והפסד,רווח והפסד,1,he.wiktionary
"רומ""ט","רובה מִטָעֵן. זהו רובה שירות חצי-אוטומטי, כלומר: טעינת הכדור אחרי ירי נעשית באופן אוטומטי אך הירי נעשה בבודדות ויש לסחוט את ההדק עבור כל ירייה","רובה מִטָעֵן. זהו רובה שירות חצי-אוטומטי, כלומר: טעינת הכדור אחרי ירי נעשית באופן אוטומטי אך הירי נעשה בבודדות ויש לסחוט את ההדק עבור כל ירייה",1,he.wiktionary
"רוס""ר",רובה סער,רובה סער,1,he.wiktionary
"רז""ה",רבי זלמן היני,רבי זלמן היני,1,he.wiktionary
"רז""ל",רבותינו זכרונם לברכה,רבותינו זכרונם לברכה,1,he.wiktionary
"רז""ר",ראש זירה,ראש זירה,1,he.wiktionary
"רח""ו",רבי חיים ויטאל,רבי חיים ויטאל,1,he.wiktionary
"רח""ט",ראש חטיבה,ראש חטיבה,1,he.wiktionary
"רח""כ","רבי חיים כפוסי.רב מצרי, חי במאות ה-16 וה-17","רבי חיים כפוסי.רב מצרי, חי במאות ה-16 וה-17",1,he.wiktionary
"רח""ל",ראש חוליה,ראש חוליה | רחמנא ליצלן,2,he.wiktionary
"רח""ק",רבי חסדאי קרשקש,רבי חסדאי קרשקש,1,he.wiktionary
"רט""ר","רב טוראי ראשון.דרגת חוגר בצה""ל, שבוטלה","רב טוראי ראשון.דרגת חוגר בצה""ל, שבוטלה",1,he.wiktionary
"רי""ף",רבי יצחק אלפסי,רבי יצחק אלפסי,1,he.wiktionary
"ריא""ל",רבי יצחק לוריא,רבי יצחק לוריא,1,he.wiktionary
"ריב""א",רבי יצחק בן אשר הלוי,רבי יצחק בן אשר הלוי,1,he.wiktionary
"ריב""ב",רבי יהודה בן בבא,רבי יהודה בן בבא,1,he.wiktionary
"ריב""ז",רבן יוחנן בן זכאי,רבן יוחנן בן זכאי,1,he.wiktionary
"ריב""ח",רבי יהושע בן חנניה,רבי יהושע בן חנניה,1,he.wiktionary
"ריב""ל",רבי יהושע בן לוי. אמורא ארץ ישראלי בן הדור הראשון לאמוראים,רבי יהושע בן לוי. אמורא ארץ ישראלי בן הדור הראשון לאמוראים | רבי יצחק בר לווינזון. אבי תנועת ההשכלה ברוסיה. 1860-1788,2,he.wiktionary
"ריב""ק",רבי יהודה בן קלונימוס,רבי יהודה בן קלונימוס,1,he.wiktionary
"ריב""ש",רבי יצחק בר ששת,"רבי יצחק בר ששת | רבי יוסף בכור שור.מבעלי התוספות שחי בצרפת במאה ה-12 | רבי ישראל בעל שםהבעל שם טוב, מייסד תנועת החסידות | רבי יחיא בן שלום חבשושמחכמי יהדות תימן | רבי יואל בעל שם מחכמי זאמשט היה מקובל ומומחה בקבלה מעשית, נזכר רבות בספר מפעלות אלוקים, ובספר זבח פסח (אחיין מהר""ש אוסטרופולי הי""ד)",5,he.wiktionary
"ריה""ל",רבי יהודה הלוי. גדול המשוררים העבריים בימי הביניים. ספרד 1140-1080,רבי יהודה הלוי. גדול המשוררים העבריים בימי הביניים. ספרד 1140-1080,1,he.wiktionary
"ריטב""א",רבי יום טוב בן אברהם אלאשבילי,רבי יום טוב בן אברהם אלאשבילי,1,he.wiktionary
"ריצב""א",רבי יצחק בן אברהם,רבי יצחק בן אברהם,1,he.wiktionary
"רכ""א",רכז כח אדם,רכז כח אדם,1,he.wiktionary
"רל""א",רופאים לזכויות אדם,רופאים לזכויות אדם,1,he.wiktionary
"רל""ש",ראש לשכה,ראש לשכה,1,he.wiktionary
"רלב""ג","רבי לוי בן גרשון. פרשן תנ""ך מקורי. צרפת 1344-1288","רבי לוי בן גרשון. פרשן תנ""ך מקורי. צרפת 1344-1288 | רבי לייב בן גבריאל (שם משפחה)",2,he.wiktionary
"רלכ""א",ראש להק כוח אדם,ראש להק כוח אדם,1,he.wiktionary
"רלמד""ן",ראש להק מודיעין,ראש להק מודיעין,1,he.wiktionary
"רלצ""ד",ראש להק ציוד,ראש להק ציוד,1,he.wiktionary
"רמ""א",רבי משה איסרליש,רבי משה איסרליש,1,he.wiktionary
"רמ""ב",רב מתן בכיר,רב מתן בכיר,1,he.wiktionary
"רמ""ג",רב מגד,רב מגד,1,he.wiktionary
"רמ""ד",ראש מדור,ראש מדור,1,he.wiktionary
"רמ""ז",רבי משה זכות,רבי משה זכות | ר' משה זיידל,2,he.wiktionary
"רמ""ח",ראש מחלקה,ראש מחלקה | 248מספר האיברים בגוף האדם,2,he.wiktionary
"רמ""ט",ראש מטה,ראש מטה,1,he.wiktionary
"רמ""ס",רמת סיכון,רמת סיכון,1,he.wiktionary
"רמ""פ",רמת פעילות,רמת פעילות,1,he.wiktionary
"רמ""ק",רבי משה קורדברו,רבי משה קורדברו | רמקול קטן,2,he.wiktionary
"רמ""ש",ראש משמרת,ראש משמרת,1,he.wiktionary
"רמ""ת",רב מתן,רב מתן,1,he.wiktionary
"רמא""ג",רמת אביב ג',רמת אביב ג',1,he.wiktionary
"רמב""ם",רבי משה בן מימון,רבי משה בן מימון,1,he.wiktionary
"רמב""ן",רבי משה בן נחמן. מגדולי חכמי ההלכה בימי הביניים. פרשן התורה. 1270-1194,רבי משה בן נחמן. מגדולי חכמי ההלכה בימי הביניים. פרשן התורה. 1270-1194,1,he.wiktionary
"רמב""ש",רמת בית שמש,רמת בית שמש,1,he.wiktionary
"רמבעה""ן",רבי מאיר בעל הנס,רבי מאיר בעל הנס,1,he.wiktionary
"רמג""ש",רמת מגשימים,רמת מגשימים,1,he.wiktionary
"רמה""ג",רמת הגולן,רמת הגולן,1,he.wiktionary
"רמה""ש",רמת השרון,רמת השרון,1,he.wiktionary
"רמח""ל","ר' משה חיים לוצאטו. מקובל, סופר ומשורר, מאבות הספרות היהודית החדשה. איטליה 1747-1707.1707. כתב מעל ל80 ספרי קודש עם עמקות נפלאה אך מהם נוצרו לנו בערך 40. אחד מענקי הרוח מעם ישראל. נפטר בטבריה בכ""ו באייר ליד רבי עקיבא","ר' משה חיים לוצאטו. מקובל, סופר ומשורר, מאבות הספרות היהודית החדשה. איטליה 1747-1707.1707. כתב מעל ל80 ספרי קודש עם עמקות נפלאה אך מהם נוצרו לנו בערך 40. אחד מענקי הרוח מעם ישראל. נפטר בטבריה בכ""ו באייר ליד רבי עקיבא",1,he.wiktionary
"רמטכ""ל",ראש מטה כללי,ראש מטה כללי,1,he.wiktionary
"רמכ""א","ראש מספן כוח אדם.קצין בדרגת אלוף־משנה המכהן כראש יחידת מכ""א","ראש מספן כוח אדם.קצין בדרגת אלוף־משנה המכהן כראש יחידת מכ""א",1,he.wiktionary
"רמר""ז",רבי משה רבי זעליגס,רבי משה רבי זעליגס,1,he.wiktionary
"רמשל""ק",ראש מוצב שליטה קדמית,ראש מוצב שליטה קדמית,1,he.wiktionary
"רנ""אז",ריבונוקלאז,ריבונוקלאז,1,he.wiktionary
"רנ""ג","רב נגד.דרגת נגד בצה""ל","רב נגד.דרגת נגד בצה""ל",1,he.wiktionary
"רנ""מ",רב נגד משנה,רב נגד משנה,1,he.wiktionary
"רנ""צ",רב ניצב,רב ניצב,1,he.wiktionary
"רנ""ר",רשות הנמלים והרכבות,רשות הנמלים והרכבות,1,he.wiktionary
"רס""ב","רב סמ""ל בכיר.דרגת נגד בצה""ל","רב סמ""ל בכיר.דרגת נגד בצה""ל",1,he.wiktionary
"רס""ג",רבי סעדיה גאון,רבי סעדיה גאון | רב סמל גדודי,2,he.wiktionary
"רס""ל","רב סמ""ל.דרגת נגד בצה""ל","רב סמ""ל.דרגת נגד בצה""ל | רב סמ""ל סוללתי",2,he.wiktionary
"רס""ם","רב סמ""ל מתקדם.דרגת נגד בצה""ל","רב סמ""ל מתקדם.דרגת נגד בצה""ל",1,he.wiktionary
"רס""ן","רב סרן.דרגת קצין בצה""ל","רב סרן.דרגת קצין בצה""ל",1,he.wiktionary
"רס""פ",רב סמל פלוגתי,רב סמל פלוגתי,1,he.wiktionary
"רס""ר","רב סמ""ל ראשון.דרגת נגד בצה""ל","רב סמ""ל ראשון.דרגת נגד בצה""ל",1,he.wiktionary
